session_id,user_id,temp1,temp2,bpm1,bpm2,spo2_1,spo2_2,mpu1_acc_x,mpu1_acc_y,mpu1_acc_z,mpu2_acc_x,mpu2_acc_y,mpu2_acc_z,mpu1_gyr_x,mpu1_gyr_y,mpu1_gyr_z,mpu2_gyr_x,mpu2_gyr_y,mpu2_gyr_z,fsr_1,fsr_2,fsr_3,fsr_4,fsr_5,fsr_6,fsr_7,fsr_8,fsr_9,fsr_10,fsr_11,fsr_12,stress_level,posture_level,timestamp
99,7,35.69,35.64,103,94,96,98,0.586,-0.413,-1.678,0.297,-1.181,-0.495,-130.283,-123.846,33.662,-63.583,189.252,-133.014,73.25,35.68,57.44,69.55,65.36,58.31,82.63,86,51.92,21.61,72.93,55.89,2,3,23/2/2026 13:02
100,7,36.85,36.19,81,91,95,98,-0.462,0.952,-0.156,1.539,-1.881,0.351,-168.823,-126.914,24.809,159.837,-37.961,60.977,57.54,44.95,10.45,50.57,37.12,18.29,62.92,21.64,15.45,23.91,80.78,29.54,2,2,23/2/2026 13:03
101,7,35.82,36.55,73,61,99,95,-1.787,1.896,-1.366,-0.52,-0.815,-1.681,-237.816,249.123,-164.718,5.891,236.901,-235.565,46.43,52.56,11.11,73.54,74.55,10.19,20.42,65.83,27.01,65.44,85.08,32.85,2,2,23/2/2026 13:04
102,7,36.43,36.23,89,80,94,100,-1.35,-1.844,-1.927,-0.118,0.888,-1.322,-212.12,-173.055,-192.851,-117.224,-91.847,242.241,29.89,42.19,89.25,48.96,57.4,74.21,14.14,45.57,80.48,14.71,17.91,49.31,2,2,23/2/2026 13:05
103,7,36.15,36.68,73,99,98,96,0.797,1.777,-1.771,1.821,-0.188,1.341,-62.389,83.211,-211.13,112.155,-229.341,20.88,20.73,31.43,18.56,22.69,48.53,62.49,65.46,65.9,39.32,14.71,17.92,88.03,2,2,23/2/2026 13:06
104,7,35.69,36.14,102,106,97,98,0.93,0.138,-1.69,0.583,-1.353,-0.48,-225.043,76.508,224.959,-228.158,-154.932,-77.235,49.68,59.97,56.68,46.32,64.26,79.86,27.7,20.1,48.1,78.53,20.27,32.67,2,2,23/2/2026 13:07
105,7,35.53,35.77,109,73,95,99,-0.784,1.217,0.063,-0.167,1.357,0.989,166.858,134.015,114.685,240.433,71.021,-45.015,42.62,67.94,47.47,76.83,40.36,86.81,45.66,71.58,50.7,29.3,76.38,11.12,2,2,23/2/2026 13:08
106,8,35.54,36.73,91,94,97,96,0.414,1.962,0.412,-1.378,1.259,1.242,-209.179,-128.928,167.585,-134.947,-229.397,169.911,84.45,81.42,24.49,17.7,89.75,61.87,38.27,70.78,47.78,48.83,20.6,34.46,2,2,23/2/2026 13:09
107,8,37.29,35.9,75,70,94,99,-0.647,-0.68,-0.448,1.944,-1.887,0.495,150.178,125.216,207.937,-27.686,-83.1,-196.925,45.14,35.94,50.32,49.03,51.38,44.3,84.3,57.15,77.14,57.29,44.08,49.7,2,2,23/2/2026 13:10
108,8,35.78,36.49,72,84,97,99,-1.5,0.357,-1.655,0.713,-0.782,0.858,40.137,58.9,142.017,-113.333,-121.382,-37.354,87.95,70.48,16.99,62.18,50.75,72.75,78.51,61.8,51.78,79.61,81.55,69.77,2,3,23/2/2026 13:11
109,8,36.6,36.42,95,89,99,98,-0.302,-1.153,0.039,0.721,-0.738,-1.756,-29.533,-29.889,-58.567,-152.9,-237.146,-183.07,87.38,12.71,65.63,68.89,30.73,38.69,56.53,19.59,53.17,67.41,61.65,85.42,2,2,23/2/2026 13:12
110,8,35.58,37.07,104,62,98,98,-1.817,0.701,0.211,-0.36,1.811,0.733,14.928,92.189,22.648,128.469,166.26,-166.501,35.91,80.04,55.16,13.58,53.35,86.07,67.86,30.53,80,38.96,74.99,43.15,2,2,23/2/2026 13:13
111,8,36.53,36.25,108,86,96,99,-0.027,1.321,-1.86,-1.412,-1.081,-0.383,42.284,-211.926,-19.777,-67.169,219.091,206.244,28.27,61.97,44.52,75.03,65.16,70.29,14.91,13.61,17.08,39.34,27.47,68.22,2,2,23/2/2026 13:14
112,8,36.05,37.42,93,87,95,99,-0.244,0.338,1.635,-1.813,-0.453,0.496,-235.385,-67.912,161.386,117.956,121.201,-25.268,50.79,75.99,39.16,27.97,87.41,17.34,61.83,10.34,44.04,30.1,58.56,79.5,2,2,23/2/2026 13:15
113,8,35.77,36.35,95,99,96,94,1.855,-0.522,0.499,-0.746,-0.961,-1.582,-101.729,-115.797,210.972,201.997,-95.315,-17.897,55.59,53.82,78.19,84.45,67.08,67.1,70.92,64.95,69.08,66.72,43.78,17.22,2,3,23/2/2026 13:16
114,8,36.41,36.23,68,71,99,100,0.387,1.31,-1.917,-1.039,0.458,-0.574,-106.81,-224.406,49.6,-191.757,-99.522,15.79,59.15,34.52,12.05,73.46,84.52,38.16,18.76,89.03,56.54,29.11,33.4,34.4,2,2,23/2/2026 13:17
115,8,36.25,35.66,73,91,97,100,-0.047,1.786,-0.825,-0.212,-0.396,0.142,4.44,-209.747,239.842,-17.626,156.384,-93.754,39.78,29.81,28.26,16.62,44.44,83.57,76.17,76.26,88.25,17.5,29.94,80.55,2,2,23/2/2026 13:18
116,8,36.56,37.23,74,93,97,100,0.426,-0.866,1.571,0.82,-1.89,-1.101,166.752,-19.102,227.55,242.143,-209.667,25.122,68.92,38.55,29.97,55.69,61,41.5,58.55,57.19,73.46,34.35,57.47,42.26,2,2,23/2/2026 13:19
117,8,36.64,36.18,108,82,94,95,-1.65,-0.418,1.236,-0.991,-0.99,-0.354,-142.124,-9.975,248.424,-111.668,-216.786,-240.825,74.3,15.68,59.97,82.2,89.95,78.65,53.01,49.74,10.96,17.28,55.8,57.93,2,2,23/2/2026 13:20
118,8,36.14,36.96,102,76,94,100,-0.866,-1.848,0.218,0.738,0.635,1.73,-104.847,162.19,-225.752,-122.406,-140.056,6.495,27.38,82.79,81.14,35.09,56.47,12.68,51.64,59.27,86.11,51.64,81.05,80.97,2,2,23/2/2026 13:21
119,8,36.58,37.35,90,62,99,96,0.744,-1.881,0.137,-1.697,-1.183,0.201,235.892,-61.628,90.348,-111.714,76.057,243.16,67.27,20.76,47.31,13.92,50.25,21.8,89.86,25.39,23.43,26.56,15.49,28.5,2,2,23/2/2026 13:22
120,8,35.79,36.76,60,64,99,95,-0.636,0.611,-1.449,0.561,1.494,1.088,205.326,14.75,63.383,-176.656,-174.14,-66.147,19.12,40.99,25.38,26.16,46.71,16.39,13.39,22.05,82.38,36.47,79.94,47.82,2,2,23/2/2026 13:23
121,9,35.61,36.4,70,100,96,97,1.523,0.953,-1.463,-0.095,1.124,-1.258,-209.036,-29.555,-169.954,235.67,179.204,-220.163,17.48,58.74,35.94,44.03,68.9,77.34,29.59,52.37,77.77,34.71,15.78,74.92,2,2,23/2/2026 13:24
122,9,36.08,35.6,101,105,98,98,-0.298,0.474,1.368,-1.626,0.876,-1.539,155.338,-179.741,128.232,-80.209,-216.463,-41.213,48.51,38.36,15.41,42.17,30.33,37.63,87.25,87.92,13.6,20.79,73.52,73.46,2,2,23/2/2026 13:25
123,9,35.85,35.63,98,109,99,95,-0.347,-1.341,-1.98,0.516,-1.355,1.007,-54.244,-83.547,71.863,-111.149,131.202,-104.283,13.25,61.92,40.94,16.28,44.85,46.14,18.35,64.58,44.43,69.09,26.15,38.93,2,2,23/2/2026 13:26
124,9,36.19,37.24,84,74,95,97,-0.937,0.225,1.986,-0.159,0.679,1.993,-36.188,56.155,-87.752,-231.837,249.158,137.968,34.55,25.9,57.85,75.5,36.38,69.49,60.97,25.62,13.66,25.13,70.18,82.56,2,2,23/2/2026 13:27
125,9,37.46,36.12,91,108,99,97,1.898,0.515,0.901,0.297,-1.315,-1.454,180.87,-75.631,-66.583,-112.013,-246.856,-8.48,18.05,40.98,67.07,29.19,45.92,56.2,27.92,33.46,40.42,40.16,59.4,24.98,2,2,23/2/2026 13:28
126,9,36.93,37.21,96,98,97,95,1.965,-1.079,0.869,-0.652,1.206,-1.891,-102.637,118.07,137.344,-73.907,152.418,58.759,52.24,75,72.1,85.7,64.79,66.77,39.71,76.69,70.24,77.37,36.3,24.54,2,3,23/2/2026 13:29
127,9,35.55,36.5,89,77,95,96,0.843,-0.394,-0.892,-0.633,0.682,1.424,174.986,129.939,-220.235,185.139,152.518,142.304,56.45,28.57,40.01,36.55,53.18,53.72,43.26,71.17,78.89,18.77,45.73,82,2,2,23/2/2026 13:30
128,9,36.9,37.35,80,87,99,95,-0.47,-1.512,1.173,0.446,-1.875,-1.295,145.155,36.388,-197.734,-23.462,-102.17,246.158,44.55,55.39,57.07,33.44,12.56,79.94,84.05,19.68,16.92,82.68,30.31,66.98,2,2,23/2/2026 13:31
129,9,35.97,35.85,109,83,95,97,-1.149,-0.778,-1.616,0.814,-0.371,-0.323,0.778,50.476,-74.82,-40.405,-221.01,227.016,47.82,75.88,50.42,81.14,87.17,74.55,85.49,20.15,46.41,49.43,77.68,56.22,2,3,23/2/2026 13:32
130,9,36.83,35.69,82,63,98,100,1.77,0.899,1.321,-0.264,-1.366,-1.009,-202.545,-232.741,241.464,-76.775,-18.376,-149.383,76.08,67.45,80.12,81.36,38.1,49.55,14.16,54.27,73.64,52.31,31.58,46.76,2,2,23/2/2026 13:33
131,9,37.08,36.61,68,65,99,95,-1.866,1.877,-1.803,-0.51,-1.823,-0.522,-25.509,245.247,-166.129,-137.015,-225.709,-34.907,67.87,58.16,20.97,75.29,10.42,41.26,44.08,16.14,77.34,14.25,42.66,33.89,2,2,23/2/2026 13:34
132,9,36.49,36.92,105,87,100,97,1.892,-0.303,0.373,0.627,-1.466,-1.35,-94.966,220.397,-150.257,-174.873,-34.476,-188.526,86.64,35.3,74.14,47.39,45.59,12.18,39.18,81.29,23.24,17.02,87.73,24.07,2,2,23/2/2026 13:35
133,9,36.24,35.66,99,106,95,96,-1.171,0.771,1.724,1.847,0.996,-0.166,-197.15,87.3,225.536,37.909,16.355,-23.986,62.21,43.31,51.38,55.08,25.95,85.07,71.63,44.65,60.77,58.92,35.39,26.62,2,2,23/2/2026 13:36
134,9,36.35,36.04,96,109,97,96,0.478,1.663,1.209,-0.159,0.138,0.818,-23.695,-220.818,-123.001,66.292,16.912,-7.8,19.54,43.99,86.35,70.4,27.97,62.57,64.4,25.22,37.84,13.39,26.26,45.5,2,2,23/2/2026 13:37
135,9,35.68,37.37,66,107,96,96,0.076,-0.147,0.038,0.409,0.983,-0.125,18.567,242.131,232.367,5.663,-232.841,110.081,83.75,31.78,43.54,18.93,36.9,37.95,26.72,28.83,65,13.81,44.35,81.18,2,2,23/2/2026 13:38
136,10,35.98,36.23,91,101,95,99,-1.414,1.151,-0.769,-0.285,-0.426,0.906,-133.238,-104.841,-10.66,163.157,235.783,54.059,79.07,19.67,51.73,75.49,69.6,73.37,72.69,10.18,79.62,85.36,67.58,79.31,3,3,23/2/2026 13:39
137,10,37.03,35.58,73,88,98,100,-0.227,-1.116,-1.294,1.477,-1.331,1.157,76.271,-113.606,-180.842,-181.876,143.368,121.371,77.26,47.28,26.88,34.21,83.89,15.21,28.98,56.89,26.9,87.21,50.74,43.56,3,2,23/2/2026 13:40
138,10,36.73,37.43,70,91,95,95,-0.978,-0.811,-0.741,-0.378,-1.239,-0.852,63.246,107.746,-146.201,-117.569,-105.787,38.677,66.53,60.21,88.58,29.14,44.05,25.07,17.34,27.21,50.32,21.8,21.83,89.02,3,2,23/2/2026 13:41
139,10,37.36,37.17,93,81,100,96,-0.025,-1.669,-1.39,0.12,-0.256,-1.749,49.391,8.969,177.923,117.665,-11.687,-242.562,80.97,33.67,36.9,31.01,26.52,49.04,19.97,56.11,81.79,69.99,30.8,22.45,3,2,23/2/2026 13:42
140,10,36.41,36.18,76,69,97,98,0.711,0.982,1.508,1.08,-0.623,0.85,244.912,-90.863,-64.571,63.907,149.83,-105.261,79.72,20.05,40.91,40.38,23.79,45.41,41.08,24,89.59,87.58,54.97,33.37,3,2,23/2/2026 13:43
141,10,35.57,35.81,71,102,100,99,0.385,1.639,-1.021,0.927,-0.274,-1.773,53.895,194.444,31.381,211.426,8.628,-183.735,61.25,24.46,61.65,83.15,62.34,27.54,62.54,82.65,59.27,38.96,70.65,33.34,3,2,23/2/2026 13:44
142,10,36.13,36.11,110,74,97,98,0.344,0.312,1.026,-1.136,-0.463,0.081,-51.955,66.543,-223.704,-28.696,-201.136,-227.983,77.56,38.26,59.86,34.19,25.73,89.04,59.88,70.11,77.95,76.37,11.85,54.93,3,2,23/2/2026 13:45
143,10,37.48,36.49,97,64,97,96,0.467,0.047,-1.388,0.941,-1.457,-0.18,69.377,-73.094,30.764,79.221,156.292,75.239,58.26,43.31,47.33,86.22,35.02,62.55,42.98,76.18,57.26,29.3,43.06,57.55,3,2,23/2/2026 13:46
144,10,35.86,35.64,87,78,95,100,-0.523,0.256,-1.749,-1.07,1.89,1.996,151.24,152.068,-207.926,110.393,-57.195,-164.413,54.2,54.27,86.95,56.75,23.05,24.03,73.7,53,41.6,78.71,45.3,28.87,3,2,23/2/2026 13:47
145,10,36.26,36.35,75,64,94,100,0.322,-0.833,1.47,0.36,-1.662,-0.083,53.889,98.795,177.448,126.96,-87.744,-165.616,25.24,82.89,27.03,70.93,22.41,86.38,43.44,16.66,70.11,46.61,19.57,57.26,3,2,23/2/2026 13:48
146,10,36.94,35.85,68,70,97,95,1.338,-0.701,-1.466,1.096,-0.089,-0.379,-164.773,-122.735,-178.088,176.183,26.732,-139.355,33.06,50.38,33.82,74.55,80.3,19.92,28.54,18.42,52.36,52.01,57.6,87.13,3,2,23/2/2026 13:49
147,10,36.32,36.28,74,60,99,95,0.613,0.568,0.436,1.35,-0.212,-1.679,165.573,72.272,-189.762,-235.806,-6.037,-34.707,23.32,30.68,81.22,76.15,31.1,76.48,75.28,49.64,63.38,72.12,69.71,25.88,3,2,23/2/2026 13:50
148,10,36.91,36.42,101,73,94,97,1.571,-0.409,-1.602,1.035,-1.7,-1.666,72.122,-110.533,-114.445,248.888,-31.105,116.877,59.78,84.75,28.71,79.71,16.91,17.4,11.03,23.66,83.3,87.18,26.38,58.79,3,2,23/2/2026 13:51
149,10,35.66,36.21,79,67,95,97,0.304,-0.091,-1.012,1.988,-1.157,1.117,42.78,-249.972,239.972,-117.163,65.152,243.487,32.97,59.54,46.43,40.08,30.29,61.7,19.29,41.17,55.99,21.55,32.88,41.89,3,2,23/2/2026 13:52
150,10,35.53,37.32,66,110,96,96,0.97,0.025,0.96,-0.79,-0.128,-1.61,236.001,116.258,96.846,188.31,-146.018,-180.491,12.13,74.36,19.13,80.21,17.77,15.54,71.2,62.5,18,89.63,40.88,73.41,3,2,23/2/2026 13:53
151,11,36.39,36.4,92,97,97,100,1.634,-1.219,-1.112,0.008,0.299,-1.126,68.213,221.918,13.666,89.944,-124.592,204.612,55.71,34.84,23.49,34.45,54.58,33.34,24.1,27.33,18.57,44.57,43.19,29.44,2,2,23/2/2026 13:54
152,11,35.88,36.2,109,69,97,95,-0.724,1.197,1.641,-0.337,0.568,1.99,35.652,55.357,-201.04,124.698,0.701,142.833,48.16,34.71,82.54,43.56,79.59,32.2,60.32,53.33,17.67,21.41,65.02,72.85,2,2,23/2/2026 13:55
153,11,36.85,37.19,74,74,94,96,0.88,-1.455,-1.427,0.204,-1.1,-0.371,-112.201,138.072,-140.937,-144.809,239.279,140.311,45.22,19.57,86.29,13.95,24.87,24.36,69.24,82.53,61.4,61.33,82.13,33.14,2,2,23/2/2026 13:56
154,11,36.61,35.96,69,107,99,100,-1.979,0.166,0.674,1.141,-0.032,-0.829,101.853,-74.081,-208.317,-15.644,-103.125,-58.048,83.43,10.24,53.34,53.79,46.01,89.63,83.87,84.79,33.13,16.74,34.19,31.29,2,2,23/2/2026 13:57
155,11,35.85,37.42,90,108,98,96,1.224,-1.025,-1.646,-1.318,-1.332,-0.191,127.527,64.893,17.182,44.266,16.024,41.605,23.85,67.32,87.14,59.28,76.52,40.47,63.65,15.88,46.76,70.16,18.91,60.24,2,2,23/2/2026 13:58
156,11,36.4,36.54,61,90,99,97,-0.807,-0.882,-0.825,-1.18,0.632,-0.172,223.872,-62.701,-52.313,-116.534,-63.702,-164.199,86.22,50.67,55.69,32.83,31.95,71.85,52.35,42.15,24.33,86.58,50.94,50.13,2,2,23/2/2026 13:59
157,11,36.79,37.27,77,97,99,100,-1.465,-0.573,-0.188,0.315,-0.174,0.122,15.567,-76.149,163.025,-61.478,242.374,-103.235,77.61,75.41,53.06,62.52,54.11,30.78,52.53,30.14,26.44,82.88,56.1,47.54,2,2,23/2/2026 14:00
158,11,36.13,36.94,76,77,97,100,0.694,1.246,0.551,0.195,-0.69,-1.01,-183.362,70.67,-249.414,167.889,16.834,-139.496,44.39,14.13,67.33,55.33,54.17,56.85,75.86,59.81,81.76,56.22,69.28,61.54,2,2,23/2/2026 14:01
159,11,37.21,37.2,95,90,100,95,1.284,-0.604,0.682,-1.559,0.982,0.652,-227.106,6.976,-186.594,34.677,3.634,-177.124,24.33,68.2,73.01,36.24,21.12,67.91,63.85,12.24,50.52,69.59,76.14,85.05,2,2,23/2/2026 14:02
160,11,36.16,37.35,73,78,98,96,0.369,-0.555,-0.27,-1.935,-1.051,-0.525,-230.923,189.798,44.404,25.173,136.018,-157.484,79.36,15.47,67.69,71.87,61.92,20.07,10.68,39.82,33.44,57.65,59.52,12.69,2,2,23/2/2026 14:03
161,11,36.71,37.38,88,76,95,100,-0.479,-1.751,1.93,-0.618,-1.903,1.964,-151.069,83.928,-94.404,52.731,-29.083,-40.526,16.8,57.43,58.33,14.61,18.38,37.29,15.81,44.15,10.86,31.14,47.28,75.35,2,2,23/2/2026 14:04
162,11,36.64,36.54,75,80,94,100,1.809,0.245,0.008,-0.665,1.05,0.095,4.55,-189.543,1.058,-12.983,-222.23,-71.229,11.13,47.81,66.26,39.22,67.02,30.9,43.37,30.38,24.67,87.61,31.01,61.81,2,2,23/2/2026 14:05
163,11,36.25,35.8,69,87,99,94,-1.448,-0.29,1.127,0.847,-1.207,0.074,217.164,67.446,169.862,154.873,226.813,125.652,15.99,15.21,55.62,35.38,25.29,35.49,71.17,18.16,39.13,68.23,54.23,32.35,2,2,23/2/2026 14:06
164,11,36.49,36.44,87,93,94,97,0.831,-1.908,1.777,-1.464,1.395,-0.677,41.466,9.385,-162.314,219.7,-124.602,97.64,74.65,87.06,11.01,79.45,19.01,23.67,43.43,75.3,22.87,83.92,73.96,35.91,2,2,23/2/2026 14:07
165,11,35.8,37.2,97,91,99,97,1.09,0.372,1.612,-0.402,0.912,-1.935,-78.815,193.011,-74.568,151.068,47.826,-205.631,29.18,67.32,35.95,52.61,82.13,33.87,36.35,17.72,61.14,84.54,53.04,46.64,2,2,23/2/2026 14:08
166,12,37.04,35.78,104,60,99,97,1.682,-0.508,-1.196,-0.742,-1.934,-0.674,-121.086,-8.575,-229.071,150.172,146.205,210.003,70.57,57.25,71.83,30.67,57.24,41.37,39.37,11.92,39.85,16.3,64.58,88.08,2,2,23/2/2026 14:09
167,12,37.02,36.41,75,89,95,99,-1.283,-0.29,0.698,1.179,-1.507,0.252,-127.604,139.784,-2.583,190.221,16.658,81.05,48.26,21.31,29.27,11.49,41.32,49.13,37.71,77.65,80.3,55.35,38.22,39.82,2,2,23/2/2026 14:10
168,12,36.9,36.48,66,60,96,98,1.404,0.618,1.603,0.413,0.191,-1.687,38.139,219.352,-150.735,189.991,-121.756,-222.172,77.57,43.7,45.91,16.36,53.37,43.9,30.84,17.71,39.1,58.25,48.01,51.03,2,2,23/2/2026 14:11
169,12,37.09,35.6,92,101,97,99,0.751,-1.423,0.787,1.551,-0.623,1.137,207.427,183.07,183.292,-95.497,-182.492,63.586,37.59,48.19,58.25,65.47,79.47,52.8,27.6,54.15,73.7,31.95,31.5,60.71,2,2,23/2/2026 14:12
170,12,36.61,35.84,66,75,95,98,1.851,0.398,1.828,0.448,1.967,-0.337,173.883,18.863,97.107,112.309,-182.981,200.649,73.99,46.26,77.39,30.23,39.91,77.47,68.93,39.13,64.45,82.76,70.2,17.31,2,2,23/2/2026 14:13
171,12,36.13,36.19,74,82,94,98,1.742,0.031,-0.123,0.034,-0.46,-1.089,120.745,-214.08,-225.63,-207.213,-20.953,68.758,11.92,23.64,31.72,73.58,75.75,46.33,63.62,24.63,13.81,53.62,51.54,70.19,2,2,23/2/2026 14:14
172,12,36.21,37.39,94,64,100,99,-1.313,1.605,0.115,-0.376,-1.103,-1.937,171.541,28.917,-225.428,128.166,-121.414,186.534,85.2,27.75,29.47,34.82,49.5,17.09,57.92,35.42,17.22,43.42,85.12,23.6,2,2,23/2/2026 14:15
173,12,36.94,37.09,98,110,99,94,0.271,-1.186,-1.145,-1.79,-0.109,-1.704,-227.937,-160.951,-52.957,-51.242,-183.894,178.051,21.57,82.15,70.91,25.1,28.5,18.61,38.13,20.37,30.15,64.6,12.76,50.18,2,2,23/2/2026 14:16
174,12,36.68,37.38,100,74,94,94,1.358,1.773,-1.426,0.84,1.64,0.556,128.879,-243.961,206.013,-162.204,-64.685,-36.195,48.37,10.22,80.99,60.02,31,76.5,32.72,17.1,72.38,14.7,72.11,64.53,2,2,23/2/2026 14:17
175,12,36.05,36.8,107,86,94,97,-1.507,0.601,0.875,0.136,-1.248,-0.885,-1.225,215.091,-28.58,-80.443,151.852,102.98,55.25,34.02,18.82,45.61,12.88,27.56,89.28,27.85,20.09,46.78,23,29.68,2,2,23/2/2026 14:18
176,12,36.69,36,110,76,99,94,-1.875,1.15,-0.195,1.122,1.96,-1.076,-103.206,-111.473,174.566,62.75,-14.812,206.283,28.11,53.86,42.82,82.9,41.1,78.8,86.93,17.33,66.4,74.02,33.15,51.41,2,2,23/2/2026 14:19
177,12,36.43,36,61,98,94,96,1.698,1.579,1.234,1.808,1.31,-0.237,-161.577,222.561,-103.002,229.36,-186.011,97.911,47.54,62.73,86,80.99,77.81,77.09,36.35,24.34,14.55,78.56,82.06,87.52,2,3,23/2/2026 14:20
178,12,37.49,35.63,102,95,98,97,-0.553,-0.037,-1.216,-1.006,-1.607,1.787,-179.965,-85.092,-217.238,85.041,6.933,146.563,44.95,83.41,84.51,41.07,78.29,52.36,47.48,29.37,35.42,40.01,56.35,54.06,2,2,23/2/2026 14:21
179,12,35.73,37.01,85,63,95,98,-1.05,-1.802,0.061,0.299,-1.379,-1.919,-162.032,72.454,-32.021,126.892,195.321,-135.789,32.01,76.66,69.85,67.75,57.98,69.76,24.1,15.99,42.39,53.15,69.89,64.46,2,2,23/2/2026 14:22
180,12,36.73,36.75,96,104,94,99,-1.381,-0.569,1.434,-1.615,-1.54,1.283,202.655,-79.792,-18.334,3.95,221.587,61.28,77.36,65.85,29.06,26.78,69.87,68.22,80.06,35.16,11.6,63.34,48.05,15.4,2,2,23/2/2026 14:23
181,13,35.65,37.04,80,100,95,98,1.174,0.522,1.895,-1.885,1.932,1.618,104.959,-82.771,189.26,239.292,-209.517,200.351,51.23,31.13,17.36,71.71,37.94,69.45,27.78,22.75,14.77,80.3,68.12,67.2,2,2,23/2/2026 14:24
182,13,35.94,36.19,94,68,96,99,-1.804,-0.215,-1.315,-0.724,-1.742,1.235,62.032,-202.506,-43.708,108.689,-123.914,-1.275,65.11,71.7,67.1,40.07,55.48,12.33,46.52,53.57,50.97,48.26,70.29,24.27,2,2,23/2/2026 14:25
183,13,36.21,37.22,76,104,94,97,-0.04,1.488,-0.758,-1.686,1.707,-1.541,121.785,249.039,197.46,-3.567,-9.033,220.528,65.46,84.76,75.02,35.05,29.86,34.59,57.9,34.38,80.72,37.41,48.8,29.73,2,2,23/2/2026 14:26
184,13,35.83,36.75,79,77,99,98,-0.021,1.887,1.294,0.789,1.53,-1.239,210.105,-143.847,-106.653,62.693,-113.042,144.035,71.83,27.36,75.25,73.99,58.18,66.02,22.62,43.73,50.57,25.53,66.96,60.33,2,2,23/2/2026 14:27
185,13,35.57,35.8,82,84,98,100,-1.618,-1.737,0.887,-0.954,-1.285,0.341,-146.125,196.777,-249.641,-152.038,-87.745,18.529,79.9,10.9,89.69,50.14,27.84,79.02,25.29,30.85,20.66,47.41,58.32,43.26,2,2,23/2/2026 14:28
186,13,36.2,36.88,62,65,99,98,0.288,0.935,-1.075,-0.979,0.713,1.214,-47.288,51.834,64.025,-218.162,249.796,164.541,36.95,88.21,19.08,32.73,31.87,19.61,50.45,65.03,60.68,56.02,71.73,45.01,2,2,23/2/2026 14:29
187,13,35.96,35.58,98,77,94,95,0.272,-0.107,-1.018,-1.386,-1.085,0.734,-249.97,-239.016,-96.398,214.837,96.582,-210.614,72.25,22.08,48.08,57.26,36.25,68.56,29.85,27.12,62.26,18.09,79.07,52.62,2,2,23/2/2026 14:30
188,13,36.44,35.98,66,70,96,96,1.841,1.932,0.607,0.633,-0.848,0.425,66.456,35.57,235.958,-7.432,-233.689,-157.919,39.74,85.33,82.16,50.29,85.33,28.97,74.5,43.99,70.36,41.73,77.25,27.33,2,2,23/2/2026 14:31
189,13,36.24,35.79,73,88,94,94,-0.787,-0.855,-0.323,-1.401,0.846,-1.054,110.226,-169.206,165.849,-141.553,-3.803,113.436,53.61,39.9,39.61,80.78,75.34,69.63,48.11,36.87,22.06,70.39,51.15,87.6,2,2,23/2/2026 14:32
190,13,36.5,37.49,68,65,100,98,0.903,1.758,0.39,-0.496,-0.766,-1.932,-247.716,119.961,-183.668,230.113,108.769,-219.331,21.94,78.1,32.94,61.98,34.94,15.71,45.84,17.99,17.57,50.68,21.6,25.2,2,2,23/2/2026 14:33
191,13,36.2,37.06,74,69,94,99,1.611,1.615,-1.935,0.213,1.018,-1.259,53.144,186.87,242.042,244.323,159.974,-104.757,83.93,40.44,14.09,49.15,17.71,75.53,10.31,41.48,13.46,65.99,38.91,41.38,2,2,23/2/2026 14:34
192,13,37.09,36.26,71,102,95,95,-0.857,1.234,0.775,-0.354,0.314,-1.521,-8.409,-200.633,-111.387,-125.659,99.962,220.25,23.91,41.35,18.42,33.87,48.46,11.61,41.32,45.85,63.95,24.75,45.23,52.8,2,2,23/2/2026 14:35
193,13,37.42,36.49,88,68,96,96,-0.672,0.682,1.792,-0.294,-1.052,-0.502,158.135,198.488,-30.177,-240.985,-50.064,-17.274,50.13,21.35,25.47,10.32,20.86,28.19,75.65,85.82,54.63,66.94,48.32,18.02,2,2,23/2/2026 14:36
194,13,37.44,36.57,66,104,96,98,1.948,-1.744,1.881,-1.192,-1.304,-1.87,-22.709,106.519,46.699,140.839,-74.955,-93.87,15.33,15.29,36.75,81.95,49.6,72.53,87.58,34.55,89.91,65.28,81.72,54.96,2,2,23/2/2026 14:37
195,13,35.78,36.8,80,80,96,96,0.464,-0.912,-1.832,0.596,0.094,-0.281,16.426,175.617,-223.335,36.675,-80.193,130.896,27.09,89.98,84.4,33.68,80.43,28.33,19.27,21.69,53.12,55.54,89.87,13.45,2,2,23/2/2026 14:38
196,14,37.01,35.95,86,105,100,99,-0.068,1.783,0.72,0.908,-1.945,1.488,166.878,221.381,74.159,223.588,-180.268,-222.281,32.74,80.37,88.59,59.44,46.99,87.82,52.46,54,27.25,89.67,27.76,89.44,2,3,23/2/2026 14:39
197,14,36.49,37.41,88,74,95,94,0.484,-0.034,1.32,0.016,-1.714,-1.394,197.03,183.94,-35.886,158.297,-71.563,-22.818,56.53,74.18,42.18,48.14,62.22,29.43,72.84,79,86.09,55.51,28.33,57.44,2,2,23/2/2026 14:40
198,14,36.08,36.7,76,84,98,98,-0.225,0.38,0.816,-0.515,-1.242,1.636,-212.214,-157.345,-63.482,116.755,205.42,160.606,74.25,74.46,87.69,35.26,18.02,56.29,16.45,35.35,54.31,40.27,14.53,86.86,2,2,23/2/2026 14:41
